,noted_date,temp,out/in,date,year,month,weekday,weekday_tag
0,08-12-2018 09:30,29,In,2018-08-12,2018,8,6,weekend
2,08-12-2018 09:29,41,Out,2018-08-12,2018,8,6,weekend
4,08-12-2018 09:29,31,In,2018-08-12,2018,8,6,weekend
6,08-12-2018 09:28,29,In,2018-08-12,2018,8,6,weekend
8,08-12-2018 09:26,29,In,2018-08-12,2018,8,6,weekend
10,08-12-2018 09:25,42,Out,2018-08-12,2018,8,6,weekend
12,08-12-2018 09:24,29,In,2018-08-12,2018,8,6,weekend
14,08-12-2018 09:22,29,In,2018-08-12,2018,8,6,weekend
16,08-12-2018 09:21,41,Out,2018-08-12,2018,8,6,weekend
18,08-12-2018 09:20,29,In,2018-08-12,2018,8,6,weekend
20,08-12-2018 09:19,42,Out,2018-08-12,2018,8,6,weekend
22,08-12-2018 09:18,29,In,2018-08-12,2018,8,6,weekend
24,08-12-2018 09:17,41,Out,2018-08-12,2018,8,6,weekend
26,08-12-2018 09:16,29,In,2018-08-12,2018,8,6,weekend
28,08-12-2018 09:14,29,In,2018-08-12,2018,8,6,weekend
30,08-12-2018 09:12,29,In,2018-08-12,2018,8,6,weekend
32,08-12-2018 09:09,42,Out,2018-08-12,2018,8,6,weekend
34,08-12-2018 09:08,29,In,2018-08-12,2018,8,6,weekend
36,08-12-2018 09:07,41,Out,2018-08-12,2018,8,6,weekend
38,08-12-2018 09:05,29,In,2018-08-12,2018,8,6,weekend
39,08-12-2018 09:04,42,Out,2018-08-12,2018,8,6,weekend
40,08-12-2018 09:04,30,In,2018-08-12,2018,8,6,weekend
41,08-12-2018 09:04,29,In,2018-08-12,2018,8,6,weekend
42,08-12-2018 09:03,42,Out,2018-08-12,2018,8,6,weekend
43,08-12-2018 09:03,30,In,2018-08-12,2018,8,6,weekend
44,08-12-2018 09:01,30,In,2018-08-12,2018,8,6,weekend
45,08-12-2018 09:00,29,In,2018-08-12,2018,8,6,weekend
47,08-12-2018 08:58,29,In,2018-08-12,2018,8,6,weekend
49,08-12-2018 08:57,41,Out,2018-08-12,2018,8,6,weekend
50,08-12-2018 08:55,30,In,2018-08-12,2018,8,6,weekend
52,08-12-2018 08:53,42,Out,2018-08-12,2018,8,6,weekend
54,08-12-2018 08:52,29,In,2018-08-12,2018,8,6,weekend
56,08-12-2018 08:51,31,In,2018-08-12,2018,8,6,weekend
57,08-12-2018 08:50,29,In,2018-08-12,2018,8,6,weekend
59,08-12-2018 08:48,29,In,2018-08-12,2018,8,6,weekend
60,08-12-2018 08:46,29,In,2018-08-12,2018,8,6,weekend
62,08-12-2018 08:42,29,In,2018-08-12,2018,8,6,weekend
64,08-12-2018 08:41,41,Out,2018-08-12,2018,8,6,weekend
65,08-12-2018 08:41,30,In,2018-08-12,2018,8,6,weekend
67,08-12-2018 08:40,29,In,2018-08-12,2018,8,6,weekend
69,08-12-2018 08:38,29,In,2018-08-12,2018,8,6,weekend
71,08-12-2018 08:36,29,In,2018-08-12,2018,8,6,weekend
73,08-12-2018 08:34,29,In,2018-08-12,2018,8,6,weekend
75,08-12-2018 08:33,41,Out,2018-08-12,2018,8,6,weekend
77,08-12-2018 08:32,29,In,2018-08-12,2018,8,6,weekend
79,08-12-2018 08:31,41,Out,2018-08-12,2018,8,6,weekend
81,08-12-2018 08:30,29,In,2018-08-12,2018,8,6,weekend
83,08-12-2018 08:28,29,In,2018-08-12,2018,8,6,weekend
85,08-12-2018 08:27,41,Out,2018-08-12,2018,8,6,weekend
87,08-12-2018 08:26,29,In,2018-08-12,2018,8,6,weekend
89,08-12-2018 08:25,41,Out,2018-08-12,2018,8,6,weekend
91,08-12-2018 08:24,29,In,2018-08-12,2018,8,6,weekend
93,08-12-2018 08:23,41,Out,2018-08-12,2018,8,6,weekend
95,08-12-2018 08:22,29,In,2018-08-12,2018,8,6,weekend
97,08-12-2018 08:21,40,Out,2018-08-12,2018,8,6,weekend
99,08-12-2018 08:20,29,In,2018-08-12,2018,8,6,weekend
101,08-12-2018 08:18,29,In,2018-08-12,2018,8,6,weekend
103,08-12-2018 08:17,30,In,2018-08-12,2018,8,6,weekend
105,08-12-2018 08:16,29,In,2018-08-12,2018,8,6,weekend
107,08-12-2018 08:15,40,Out,2018-08-12,2018,8,6,weekend
109,08-12-2018 08:15,30,In,2018-08-12,2018,8,6,weekend
111,08-12-2018 08:12,29,In,2018-08-12,2018,8,6,weekend
113,08-12-2018 08:11,40,Out,2018-08-12,2018,8,6,weekend
115,08-12-2018 08:10,29,In,2018-08-12,2018,8,6,weekend
117,08-12-2018 08:08,29,In,2018-08-12,2018,8,6,weekend
119,08-12-2018 08:07,40,Out,2018-08-12,2018,8,6,weekend
121,08-12-2018 08:06,29,In,2018-08-12,2018,8,6,weekend
123,08-12-2018 08:05,40,Out,2018-08-12,2018,8,6,weekend
125,08-12-2018 08:04,29,In,2018-08-12,2018,8,6,weekend
126,08-12-2018 08:04,41,Out,2018-08-12,2018,8,6,weekend
128,08-12-2018 08:03,41,Out,2018-08-12,2018,8,6,weekend
129,08-12-2018 08:03,29,In,2018-08-12,2018,8,6,weekend
130,08-12-2018 08:02,29,In,2018-08-12,2018,8,6,weekend
131,08-12-2018 08:01,29,In,2018-08-12,2018,8,6,weekend
132,08-12-2018 07:58,29,In,2018-08-12,2018,8,6,weekend
133,08-12-2018 07:56,29,In,2018-08-12,2018,8,6,weekend
134,08-12-2018 07:56,40,Out,2018-08-12,2018,8,6,weekend
136,08-12-2018 07:55,40,Out,2018-08-12,2018,8,6,weekend
137,08-12-2018 07:54,29,In,2018-08-12,2018,8,6,weekend
138,08-12-2018 07:52,29,In,2018-08-12,2018,8,6,weekend
140,08-12-2018 07:52,41,Out,2018-08-12,2018,8,6,weekend
141,08-12-2018 07:51,41,Out,2018-08-12,2018,8,6,weekend
142,08-12-2018 07:51,29,In,2018-08-12,2018,8,6,weekend
143,08-12-2018 07:50,29,In,2018-08-12,2018,8,6,weekend
144,08-12-2018 07:48,40,Out,2018-08-12,2018,8,6,weekend
145,08-12-2018 07:47,40,Out,2018-08-12,2018,8,6,weekend
146,08-12-2018 07:46,29,In,2018-08-12,2018,8,6,weekend
147,08-12-2018 07:44,29,In,2018-08-12,2018,8,6,weekend
149,08-12-2018 07:41,29,In,2018-08-12,2018,8,6,weekend
150,08-12-2018 07:34,29,In,2018-08-12,2018,8,6,weekend
151,08-12-2018 07:33,29,In,2018-08-12,2018,8,6,weekend
152,08-12-2018 07:31,29,In,2018-08-12,2018,8,6,weekend
153,08-12-2018 07:30,29,In,2018-08-12,2018,8,6,weekend
154,08-12-2018 07:28,29,In,2018-08-12,2018,8,6,weekend
155,08-12-2018 07:27,29,In,2018-08-12,2018,8,6,weekend
156,08-12-2018 07:27,39,Out,2018-08-12,2018,8,6,weekend
157,08-12-2018 07:25,29,In,2018-08-12,2018,8,6,weekend
158,08-12-2018 07:22,29,In,2018-08-12,2018,8,6,weekend
159,08-12-2018 07:18,29,In,2018-08-12,2018,8,6,weekend
160,08-12-2018 07:17,29,In,2018-08-12,2018,8,6,weekend
161,08-12-2018 07:17,39,Out,2018-08-12,2018,8,6,weekend
162,08-12-2018 07:15,38,Out,2018-08-12,2018,8,6,weekend
163,08-12-2018 07:08,39,Out,2018-08-12,2018,8,6,weekend
164,08-12-2018 07:06,29,In,2018-08-12,2018,8,6,weekend
165,08-12-2018 07:06,40,Out,2018-08-12,2018,8,6,weekend
166,08-12-2018 07:03,29,In,2018-08-12,2018,8,6,weekend
167,08-12-2018 06:57,29,In,2018-08-12,2018,8,6,weekend
168,08-12-2018 06:57,39,Out,2018-08-12,2018,8,6,weekend
169,08-12-2018 06:56,39,Out,2018-08-12,2018,8,6,weekend
170,08-12-2018 06:53,29,In,2018-08-12,2018,8,6,weekend
172,08-12-2018 06:52,29,In,2018-08-12,2018,8,6,weekend
173,08-12-2018 06:52,39,Out,2018-08-12,2018,8,6,weekend
174,08-12-2018 06:51,29,In,2018-08-12,2018,8,6,weekend
175,08-12-2018 06:51,39,Out,2018-08-12,2018,8,6,weekend
176,08-12-2018 06:50,29,In,2018-08-12,2018,8,6,weekend
177,08-12-2018 06:47,39,Out,2018-08-12,2018,8,6,weekend
178,08-12-2018 06:47,29,In,2018-08-12,2018,8,6,weekend
179,08-12-2018 06:44,39,Out,2018-08-12,2018,8,6,weekend
180,08-12-2018 06:43,39,Out,2018-08-12,2018,8,6,weekend
181,08-12-2018 06:42,29,In,2018-08-12,2018,8,6,weekend
182,08-12-2018 06:41,29,In,2018-08-12,2018,8,6,weekend
183,08-12-2018 06:39,29,In,2018-08-12,2018,8,6,weekend
185,08-12-2018 06:37,29,In,2018-08-12,2018,8,6,weekend
187,08-12-2018 06:35,29,In,2018-08-12,2018,8,6,weekend
188,08-12-2018 06:33,29,In,2018-08-12,2018,8,6,weekend
189,08-12-2018 06:32,39,Out,2018-08-12,2018,8,6,weekend
190,08-12-2018 06:31,39,Out,2018-08-12,2018,8,6,weekend
191,08-12-2018 06:30,29,In,2018-08-12,2018,8,6,weekend
192,08-12-2018 06:29,29,In,2018-08-12,2018,8,6,weekend
193,08-12-2018 06:25,29,In,2018-08-12,2018,8,6,weekend
194,08-12-2018 06:23,29,In,2018-08-12,2018,8,6,weekend
195,08-12-2018 06:22,29,In,2018-08-12,2018,8,6,weekend
196,08-12-2018 06:21,29,In,2018-08-12,2018,8,6,weekend
198,08-12-2018 06:19,29,In,2018-08-12,2018,8,6,weekend
199,08-12-2018 06:17,29,In,2018-08-12,2018,8,6,weekend
200,08-12-2018 06:16,29,In,2018-08-12,2018,8,6,weekend
201,08-12-2018 06:15,29,In,2018-08-12,2018,8,6,weekend
202,08-12-2018 06:14,39,Out,2018-08-12,2018,8,6,weekend
203,08-12-2018 06:14,29,In,2018-08-12,2018,8,6,weekend
204,08-12-2018 06:11,29,In,2018-08-12,2018,8,6,weekend
206,08-12-2018 06:09,39,Out,2018-08-12,2018,8,6,weekend
207,08-12-2018 06:09,29,In,2018-08-12,2018,8,6,weekend
208,08-12-2018 06:07,29,In,2018-08-12,2018,8,6,weekend
209,08-12-2018 06:06,29,In,2018-08-12,2018,8,6,weekend
210,08-12-2018 06:05,29,In,2018-08-12,2018,8,6,weekend
211,08-12-2018 06:02,38,Out,2018-08-12,2018,8,6,weekend
212,08-12-2018 06:01,39,Out,2018-08-12,2018,8,6,weekend
213,08-12-2018 06:01,29,In,2018-08-12,2018,8,6,weekend
214,08-12-2018 05:59,39,Out,2018-08-12,2018,8,6,weekend
215,08-12-2018 05:59,29,In,2018-08-12,2018,8,6,weekend
218,08-12-2018 05:57,38,Out,2018-08-12,2018,8,6,weekend
219,08-12-2018 05:55,39,Out,2018-08-12,2018,8,6,weekend
220,08-12-2018 05:55,29,In,2018-08-12,2018,8,6,weekend
221,08-12-2018 05:43,30,In,2018-08-12,2018,8,6,weekend
223,08-12-2018 05:41,29,In,2018-08-12,2018,8,6,weekend
224,08-12-2018 05:40,29,In,2018-08-12,2018,8,6,weekend
225,08-12-2018 05:39,38,Out,2018-08-12,2018,8,6,weekend
226,08-12-2018 05:37,30,In,2018-08-12,2018,8,6,weekend
227,08-12-2018 05:35,29,In,2018-08-12,2018,8,6,weekend
228,08-12-2018 05:35,30,In,2018-08-12,2018,8,6,weekend
229,08-12-2018 05:33,30,In,2018-08-12,2018,8,6,weekend
230,08-12-2018 05:31,29,In,2018-08-12,2018,8,6,weekend
231,08-12-2018 05:29,29,In,2018-08-12,2018,8,6,weekend
233,08-12-2018 05:25,38,Out,2018-08-12,2018,8,6,weekend
235,08-12-2018 05:25,29,In,2018-08-12,2018,8,6,weekend
237,08-12-2018 05:23,38,Out,2018-08-12,2018,8,6,weekend
239,08-12-2018 05:23,29,In,2018-08-12,2018,8,6,weekend
241,08-12-2018 05:21,38,Out,2018-08-12,2018,8,6,weekend
243,08-12-2018 05:21,29,In,2018-08-12,2018,8,6,weekend
245,08-12-2018 05:20,29,In,2018-08-12,2018,8,6,weekend
246,08-12-2018 05:19,29,In,2018-08-12,2018,8,6,weekend
248,08-12-2018 05:17,29,In,2018-08-12,2018,8,6,weekend
249,08-12-2018 05:16,29,In,2018-08-12,2018,8,6,weekend
250,08-12-2018 05:15,29,In,2018-08-12,2018,8,6,weekend
251,08-12-2018 05:13,38,Out,2018-08-12,2018,8,6,weekend
252,08-12-2018 05:13,29,In,2018-08-12,2018,8,6,weekend
254,08-12-2018 05:12,38,Out,2018-08-12,2018,8,6,weekend
255,08-12-2018 05:12,29,In,2018-08-12,2018,8,6,weekend
256,08-12-2018 05:11,38,Out,2018-08-12,2018,8,6,weekend
257,08-12-2018 05:09,38,Out,2018-08-12,2018,8,6,weekend
258,08-12-2018 05:09,29,In,2018-08-12,2018,8,6,weekend
259,08-12-2018 05:08,38,Out,2018-08-12,2018,8,6,weekend
260,08-12-2018 05:08,29,In,2018-08-12,2018,8,6,weekend
261,08-12-2018 05:07,38,Out,2018-08-12,2018,8,6,weekend
262,08-12-2018 05:07,29,In,2018-08-12,2018,8,6,weekend
263,08-12-2018 05:05,29,In,2018-08-12,2018,8,6,weekend
264,08-12-2018 05:03,29,In,2018-08-12,2018,8,6,weekend
265,08-12-2018 05:01,37,Out,2018-08-12,2018,8,6,weekend
266,08-12-2018 05:01,29,In,2018-08-12,2018,8,6,weekend
267,08-12-2018 04:59,38,Out,2018-08-12,2018,8,6,weekend
268,08-12-2018 04:55,29,In,2018-08-12,2018,8,6,weekend
270,08-12-2018 04:54,37,Out,2018-08-12,2018,8,6,weekend
271,08-12-2018 04:53,37,Out,2018-08-12,2018,8,6,weekend
272,08-12-2018 04:53,29,In,2018-08-12,2018,8,6,weekend
274,08-12-2018 04:49,29,In,2018-08-12,2018,8,6,weekend
276,08-12-2018 04:47,29,In,2018-08-12,2018,8,6,weekend
278,08-12-2018 04:43,29,In,2018-08-12,2018,8,6,weekend
280,08-12-2018 04:39,29,In,2018-08-12,2018,8,6,weekend
282,08-12-2018 04:39,30,In,2018-08-12,2018,8,6,weekend
284,08-12-2018 04:36,37,Out,2018-08-12,2018,8,6,weekend
285,08-12-2018 04:35,37,Out,2018-08-12,2018,8,6,weekend
286,08-12-2018 04:35,29,In,2018-08-12,2018,8,6,weekend
288,08-12-2018 04:34,37,Out,2018-08-12,2018,8,6,weekend
289,08-12-2018 04:33,37,Out,2018-08-12,2018,8,6,weekend
290,08-12-2018 04:33,29,In,2018-08-12,2018,8,6,weekend
292,08-12-2018 04:30,37,Out,2018-08-12,2018,8,6,weekend
293,08-12-2018 04:29,37,Out,2018-08-12,2018,8,6,weekend
294,08-12-2018 04:23,37,Out,2018-08-12,2018,8,6,weekend
296,08-12-2018 04:23,29,In,2018-08-12,2018,8,6,weekend
298,08-12-2018 04:21,29,In,2018-08-12,2018,8,6,weekend
300,08-12-2018 04:20,36,Out,2018-08-12,2018,8,6,weekend
301,08-12-2018 04:19,36,Out,2018-08-12,2018,8,6,weekend
302,08-12-2018 04:19,29,In,2018-08-12,2018,8,6,weekend
304,08-12-2018 04:18,36,Out,2018-08-12,2018,8,6,weekend
305,08-12-2018 04:17,36,Out,2018-08-12,2018,8,6,weekend
306,08-12-2018 04:17,29,In,2018-08-12,2018,8,6,weekend
308,08-12-2018 04:16,37,Out,2018-08-12,2018,8,6,weekend
309,08-12-2018 04:15,37,Out,2018-08-12,2018,8,6,weekend
310,08-12-2018 04:14,37,Out,2018-08-12,2018,8,6,weekend
312,08-12-2018 04:11,29,In,2018-08-12,2018,8,6,weekend
314,08-12-2018 04:09,29,In,2018-08-12,2018,8,6,weekend
316,08-12-2018 04:08,36,Out,2018-08-12,2018,8,6,weekend
318,08-12-2018 04:07,29,In,2018-08-12,2018,8,6,weekend
320,08-12-2018 04:04,36,Out,2018-08-12,2018,8,6,weekend
322,08-12-2018 04:03,29,In,2018-08-12,2018,8,6,weekend
324,08-12-2018 04:03,30,In,2018-08-12,2018,8,6,weekend
326,08-12-2018 04:02,36,Out,2018-08-12,2018,8,6,weekend
328,08-12-2018 04:01,29,In,2018-08-12,2018,8,6,weekend
330,08-12-2018 04:00,36,Out,2018-08-12,2018,8,6,weekend
332,08-12-2018 03:59,29,In,2018-08-12,2018,8,6,weekend
334,08-12-2018 03:59,30,In,2018-08-12,2018,8,6,weekend
336,08-12-2018 03:58,36,Out,2018-08-12,2018,8,6,weekend
338,08-12-2018 03:57,29,In,2018-08-12,2018,8,6,weekend
340,08-12-2018 03:55,29,In,2018-08-12,2018,8,6,weekend
342,08-12-2018 03:54,36,Out,2018-08-12,2018,8,6,weekend
344,08-12-2018 03:53,29,In,2018-08-12,2018,8,6,weekend
346,08-12-2018 03:53,30,In,2018-08-12,2018,8,6,weekend
348,08-12-2018 03:51,29,In,2018-08-12,2018,8,6,weekend
350,08-12-2018 03:50,35,Out,2018-08-12,2018,8,6,weekend
352,08-12-2018 03:49,29,In,2018-08-12,2018,8,6,weekend
354,08-12-2018 03:41,29,In,2018-08-12,2018,8,6,weekend
356,08-12-2018 03:39,29,In,2018-08-12,2018,8,6,weekend
358,08-12-2018 03:38,36,Out,2018-08-12,2018,8,6,weekend
360,08-12-2018 03:36,36,Out,2018-08-12,2018,8,6,weekend
362,08-12-2018 03:35,29,In,2018-08-12,2018,8,6,weekend
364,08-12-2018 03:31,29,In,2018-08-12,2018,8,6,weekend
366,08-12-2018 03:30,36,Out,2018-08-12,2018,8,6,weekend
368,08-12-2018 03:27,29,In,2018-08-12,2018,8,6,weekend
370,08-12-2018 03:24,36,Out,2018-08-12,2018,8,6,weekend
372,08-12-2018 03:21,29,In,2018-08-12,2018,8,6,weekend
374,08-12-2018 03:20,35,Out,2018-08-12,2018,8,6,weekend
376,08-12-2018 03:19,29,In,2018-08-12,2018,8,6,weekend
378,08-12-2018 03:18,36,Out,2018-08-12,2018,8,6,weekend
380,08-12-2018 03:17,29,In,2018-08-12,2018,8,6,weekend
382,08-12-2018 03:15,29,In,2018-08-12,2018,8,6,weekend
384,08-12-2018 03:14,36,Out,2018-08-12,2018,8,6,weekend
386,08-12-2018 03:11,29,In,2018-08-12,2018,8,6,weekend
388,08-12-2018 03:08,36,Out,2018-08-12,2018,8,6,weekend
390,08-12-2018 03:07,29,In,2018-08-12,2018,8,6,weekend
392,08-12-2018 03:06,35,Out,2018-08-12,2018,8,6,weekend
394,08-12-2018 03:05,29,In,2018-08-12,2018,8,6,weekend
396,08-12-2018 03:04,35,Out,2018-08-12,2018,8,6,weekend
398,08-12-2018 03:00,35,Out,2018-08-12,2018,8,6,weekend
400,08-12-2018 02:59,29,In,2018-08-12,2018,8,6,weekend
402,08-12-2018 02:56,35,Out,2018-08-12,2018,8,6,weekend
404,08-12-2018 02:52,35,Out,2018-08-12,2018,8,6,weekend
406,08-12-2018 02:51,29,In,2018-08-12,2018,8,6,weekend
408,08-12-2018 02:50,36,Out,2018-08-12,2018,8,6,weekend
410,08-12-2018 02:49,29,In,2018-08-12,2018,8,6,weekend
412,08-12-2018 02:48,35,Out,2018-08-12,2018,8,6,weekend
414,08-12-2018 02:47,29,In,2018-08-12,2018,8,6,weekend
416,08-12-2018 02:46,35,Out,2018-08-12,2018,8,6,weekend
418,08-12-2018 02:44,35,Out,2018-08-12,2018,8,6,weekend
420,08-12-2018 02:43,29,In,2018-08-12,2018,8,6,weekend
422,08-12-2018 02:42,35,Out,2018-08-12,2018,8,6,weekend
424,08-12-2018 02:40,35,Out,2018-08-12,2018,8,6,weekend
426,08-12-2018 02:39,29,In,2018-08-12,2018,8,6,weekend
428,08-12-2018 02:38,35,Out,2018-08-12,2018,8,6,weekend
430,08-12-2018 02:37,29,In,2018-08-12,2018,8,6,weekend
432,08-12-2018 02:36,34,Out,2018-08-12,2018,8,6,weekend
434,08-12-2018 02:35,29,In,2018-08-12,2018,8,6,weekend
436,08-12-2018 02:34,35,Out,2018-08-12,2018,8,6,weekend
438,08-12-2018 02:33,29,In,2018-08-12,2018,8,6,weekend
440,08-12-2018 02:32,35,Out,2018-08-12,2018,8,6,weekend
442,08-12-2018 02:31,29,In,2018-08-12,2018,8,6,weekend
444,08-12-2018 02:29,29,In,2018-08-12,2018,8,6,weekend
446,08-12-2018 02:28,35,Out,2018-08-12,2018,8,6,weekend
448,08-12-2018 02:27,29,In,2018-08-12,2018,8,6,weekend
450,08-12-2018 02:23,29,In,2018-08-12,2018,8,6,weekend
452,08-12-2018 02:22,35,Out,2018-08-12,2018,8,6,weekend
454,08-12-2018 02:21,29,In,2018-08-12,2018,8,6,weekend
456,08-12-2018 02:19,29,In,2018-08-12,2018,8,6,weekend
458,08-12-2018 02:15,29,In,2018-08-12,2018,8,6,weekend
460,08-12-2018 02:14,30,In,2018-08-12,2018,8,6,weekend
462,08-12-2018 02:14,35,Out,2018-08-12,2018,8,6,weekend
464,08-12-2018 02:13,30,In,2018-08-12,2018,8,6,weekend
465,08-12-2018 02:12,30,In,2018-08-12,2018,8,6,weekend
466,08-12-2018 02:12,35,Out,2018-08-12,2018,8,6,weekend
468,08-12-2018 02:09,29,In,2018-08-12,2018,8,6,weekend
470,08-12-2018 02:08,35,Out,2018-08-12,2018,8,6,weekend
472,08-12-2018 02:07,29,In,2018-08-12,2018,8,6,weekend
474,08-12-2018 02:06,36,Out,2018-08-12,2018,8,6,weekend
476,08-12-2018 02:05,29,In,2018-08-12,2018,8,6,weekend
478,08-12-2018 02:04,35,Out,2018-08-12,2018,8,6,weekend
480,08-12-2018 02:03,29,In,2018-08-12,2018,8,6,weekend
482,08-12-2018 02:02,35,Out,2018-08-12,2018,8,6,weekend
484,08-12-2018 01:59,29,In,2018-08-12,2018,8,6,weekend
486,08-12-2018 01:57,29,In,2018-08-12,2018,8,6,weekend
488,08-12-2018 01:56,35,Out,2018-08-12,2018,8,6,weekend
490,08-12-2018 01:55,29,In,2018-08-12,2018,8,6,weekend
492,08-12-2018 01:54,35,Out,2018-08-12,2018,8,6,weekend
494,08-12-2018 01:53,29,In,2018-08-12,2018,8,6,weekend
496,08-12-2018 01:52,35,Out,2018-08-12,2018,8,6,weekend
498,08-12-2018 01:51,29,In,2018-08-12,2018,8,6,weekend
500,08-12-2018 01:50,36,Out,2018-08-12,2018,8,6,weekend
502,08-12-2018 01:45,29,In,2018-08-12,2018,8,6,weekend
504,08-12-2018 01:43,29,In,2018-08-12,2018,8,6,weekend
506,08-12-2018 01:40,30,In,2018-08-12,2018,8,6,weekend
508,08-12-2018 01:39,29,In,2018-08-12,2018,8,6,weekend
510,08-12-2018 01:38,30,In,2018-08-12,2018,8,6,weekend
512,08-12-2018 01:37,29,In,2018-08-12,2018,8,6,weekend
514,08-12-2018 01:36,30,In,2018-08-12,2018,8,6,weekend
516,08-12-2018 01:34,30,In,2018-08-12,2018,8,6,weekend
518,08-12-2018 01:31,29,In,2018-08-12,2018,8,6,weekend
520,08-12-2018 01:29,29,In,2018-08-12,2018,8,6,weekend
522,08-12-2018 01:28,30,In,2018-08-12,2018,8,6,weekend
524,08-12-2018 01:24,36,Out,2018-08-12,2018,8,6,weekend
526,08-12-2018 01:23,29,In,2018-08-12,2018,8,6,weekend
528,08-12-2018 01:21,29,In,2018-08-12,2018,8,6,weekend
530,08-12-2018 01:20,36,Out,2018-08-12,2018,8,6,weekend
532,08-12-2018 01:19,29,In,2018-08-12,2018,8,6,weekend
534,08-12-2018 01:17,29,In,2018-08-12,2018,8,6,weekend
536,08-12-2018 01:15,29,In,2018-08-12,2018,8,6,weekend
538,08-12-2018 01:09,29,In,2018-08-12,2018,8,6,weekend
540,08-12-2018 01:03,29,In,2018-08-12,2018,8,6,weekend
542,08-12-2018 00:59,29,In,2018-08-12,2018,8,6,weekend
544,08-12-2018 00:56,36,Out,2018-08-12,2018,8,6,weekend
546,08-12-2018 00:55,29,In,2018-08-12,2018,8,6,weekend
548,08-12-2018 00:49,29,In,2018-08-12,2018,8,6,weekend
550,08-12-2018 00:48,36,Out,2018-08-12,2018,8,6,weekend
552,08-12-2018 00:47,29,In,2018-08-12,2018,8,6,weekend
554,08-12-2018 00:43,29,In,2018-08-12,2018,8,6,weekend
556,08-12-2018 00:42,36,Out,2018-08-12,2018,8,6,weekend
558,08-12-2018 00:41,29,In,2018-08-12,2018,8,6,weekend
560,08-12-2018 00:39,29,In,2018-08-12,2018,8,6,weekend
562,08-12-2018 00:37,29,In,2018-08-12,2018,8,6,weekend
564,08-12-2018 00:35,29,In,2018-08-12,2018,8,6,weekend
566,08-12-2018 00:31,29,In,2018-08-12,2018,8,6,weekend
568,08-12-2018 00:30,36,Out,2018-08-12,2018,8,6,weekend
570,08-12-2018 00:29,29,In,2018-08-12,2018,8,6,weekend
572,08-12-2018 00:26,36,Out,2018-08-12,2018,8,6,weekend
574,08-12-2018 00:25,29,In,2018-08-12,2018,8,6,weekend
576,08-12-2018 00:23,29,In,2018-08-12,2018,8,6,weekend
578,08-12-2018 00:21,29,In,2018-08-12,2018,8,6,weekend
580,08-12-2018 00:19,29,In,2018-08-12,2018,8,6,weekend
582,08-12-2018 00:17,29,In,2018-08-12,2018,8,6,weekend
584,08-12-2018 00:15,29,In,2018-08-12,2018,8,6,weekend
586,08-12-2018 00:14,36,Out,2018-08-12,2018,8,6,weekend
588,08-12-2018 00:13,29,In,2018-08-12,2018,8,6,weekend
590,08-12-2018 00:12,36,Out,2018-08-12,2018,8,6,weekend
592,08-12-2018 00:11,29,In,2018-08-12,2018,8,6,weekend
594,08-12-2018 00:09,29,In,2018-08-12,2018,8,6,weekend
596,08-12-2018 00:05,29,In,2018-08-12,2018,8,6,weekend
598,08-12-2018 00:04,36,Out,2018-08-12,2018,8,6,weekend
600,08-12-2018 00:03,29,In,2018-08-12,2018,8,6,weekend
602,08-12-2018 00:02,36,Out,2018-08-12,2018,8,6,weekend
604,08-12-2018 00:00,35,Out,2018-08-12,2018,8,6,weekend
606,07-12-2018 23:56,36,Out,2018-07-12,2018,7,3,weekday
608,07-12-2018 23:54,37,Out,2018-07-12,2018,7,3,weekday
610,07-12-2018 23:53,29,In,2018-07-12,2018,7,3,weekday
612,07-12-2018 23:51,29,In,2018-07-12,2018,7,3,weekday
614,07-12-2018 23:50,36,Out,2018-07-12,2018,7,3,weekday
616,07-12-2018 23:41,29,In,2018-07-12,2018,7,3,weekday
618,07-12-2018 23:40,36,Out,2018-07-12,2018,7,3,weekday
620,07-12-2018 23:38,36,Out,2018-07-12,2018,7,3,weekday
622,07-12-2018 23:37,29,In,2018-07-12,2018,7,3,weekday
624,07-12-2018 23:36,36,Out,2018-07-12,2018,7,3,weekday
626,07-12-2018 23:34,35,Out,2018-07-12,2018,7,3,weekday
628,07-12-2018 23:33,29,In,2018-07-12,2018,7,3,weekday
630,07-12-2018 23:32,36,Out,2018-07-12,2018,7,3,weekday
632,07-12-2018 23:31,29,In,2018-07-12,2018,7,3,weekday
634,07-12-2018 23:29,29,In,2018-07-12,2018,7,3,weekday
636,07-12-2018 23:22,36,Out,2018-07-12,2018,7,3,weekday
638,07-12-2018 23:21,29,In,2018-07-12,2018,7,3,weekday
640,07-12-2018 23:20,36,Out,2018-07-12,2018,7,3,weekday
642,07-12-2018 23:19,29,In,2018-07-12,2018,7,3,weekday
644,07-12-2018 23:18,36,Out,2018-07-12,2018,7,3,weekday
646,07-12-2018 23:17,29,In,2018-07-12,2018,7,3,weekday
648,07-12-2018 23:16,36,Out,2018-07-12,2018,7,3,weekday
650,07-12-2018 23:15,29,In,2018-07-12,2018,7,3,weekday
652,07-12-2018 23:13,29,In,2018-07-12,2018,7,3,weekday
654,07-12-2018 23:11,29,In,2018-07-12,2018,7,3,weekday
656,07-12-2018 23:09,29,In,2018-07-12,2018,7,3,weekday
658,07-12-2018 23:08,37,Out,2018-07-12,2018,7,3,weekday
