,noted_date,temp,out/in,date,year,month,weekday,weekday_tag
10364,26-11-2018 20:22,38,Out,2018-11-26,2018,11,0,weekday
10365,26-11-2018 20:20,39,Out,2018-11-26,2018,11,0,weekday
10366,26-11-2018 20:12,39,Out,2018-11-26,2018,11,0,weekday
10367,26-11-2018 20:10,39,Out,2018-11-26,2018,11,0,weekday
10368,26-11-2018 20:08,39,Out,2018-11-26,2018,11,0,weekday
10369,26-11-2018 20:04,39,Out,2018-11-26,2018,11,0,weekday
10370,26-11-2018 20:02,39,Out,2018-11-26,2018,11,0,weekday
10371,26-11-2018 19:34,39,Out,2018-11-26,2018,11,0,weekday
10372,26-11-2018 19:10,39,Out,2018-11-26,2018,11,0,weekday
10373,26-11-2018 19:02,39,Out,2018-11-26,2018,11,0,weekday
10374,26-11-2018 18:58,39,Out,2018-11-26,2018,11,0,weekday
10375,26-11-2018 18:56,39,Out,2018-11-26,2018,11,0,weekday
10376,26-11-2018 18:54,39,Out,2018-11-26,2018,11,0,weekday
10377,26-11-2018 18:52,38,Out,2018-11-26,2018,11,0,weekday
10378,26-11-2018 18:50,38,Out,2018-11-26,2018,11,0,weekday
10379,26-11-2018 18:48,39,Out,2018-11-26,2018,11,0,weekday
10380,26-11-2018 18:40,39,Out,2018-11-26,2018,11,0,weekday
10381,26-11-2018 18:22,39,Out,2018-11-26,2018,11,0,weekday
10382,26-11-2018 18:14,39,Out,2018-11-26,2018,11,0,weekday
10383,26-11-2018 18:06,39,Out,2018-11-26,2018,11,0,weekday
10384,26-11-2018 18:02,39,Out,2018-11-26,2018,11,0,weekday
10385,26-11-2018 18:00,40,Out,2018-11-26,2018,11,0,weekday
10386,26-11-2018 17:58,39,Out,2018-11-26,2018,11,0,weekday
10387,26-11-2018 17:56,40,Out,2018-11-26,2018,11,0,weekday
10388,26-11-2018 17:48,39,Out,2018-11-26,2018,11,0,weekday
10389,26-11-2018 17:46,40,Out,2018-11-26,2018,11,0,weekday
10390,26-11-2018 17:30,39,Out,2018-11-26,2018,11,0,weekday
10391,26-11-2018 17:24,39,Out,2018-11-26,2018,11,0,weekday
10392,26-11-2018 17:02,39,Out,2018-11-26,2018,11,0,weekday
10393,26-11-2018 17:00,39,Out,2018-11-26,2018,11,0,weekday
10394,26-11-2018 16:58,39,Out,2018-11-26,2018,11,0,weekday
10395,26-11-2018 16:50,39,Out,2018-11-26,2018,11,0,weekday
10396,26-11-2018 16:46,39,Out,2018-11-26,2018,11,0,weekday
10397,26-11-2018 16:44,39,Out,2018-11-26,2018,11,0,weekday
10398,26-11-2018 16:42,39,Out,2018-11-26,2018,11,0,weekday
10399,26-11-2018 16:38,38,Out,2018-11-26,2018,11,0,weekday
10400,26-11-2018 16:36,39,Out,2018-11-26,2018,11,0,weekday
10401,26-11-2018 16:30,38,Out,2018-11-26,2018,11,0,weekday
10402,26-11-2018 16:28,39,Out,2018-11-26,2018,11,0,weekday
10403,26-11-2018 16:26,40,Out,2018-11-26,2018,11,0,weekday
10404,26-11-2018 16:24,40,Out,2018-11-26,2018,11,0,weekday
10405,26-11-2018 16:22,40,Out,2018-11-26,2018,11,0,weekday
10406,26-11-2018 16:14,40,Out,2018-11-26,2018,11,0,weekday
10407,26-11-2018 16:12,41,Out,2018-11-26,2018,11,0,weekday
10408,26-11-2018 16:04,41,Out,2018-11-26,2018,11,0,weekday
10409,26-11-2018 16:02,40,Out,2018-11-26,2018,11,0,weekday
10410,26-11-2018 15:56,40,Out,2018-11-26,2018,11,0,weekday
10411,26-11-2018 15:50,41,Out,2018-11-26,2018,11,0,weekday
10412,26-11-2018 15:32,41,Out,2018-11-26,2018,11,0,weekday
10413,26-11-2018 15:23,41,Out,2018-11-26,2018,11,0,weekday
10414,26-11-2018 15:21,42,Out,2018-11-26,2018,11,0,weekday
10415,26-11-2018 15:01,41,Out,2018-11-26,2018,11,0,weekday
10416,26-11-2018 14:59,42,Out,2018-11-26,2018,11,0,weekday
10417,26-11-2018 14:53,41,Out,2018-11-26,2018,11,0,weekday
10418,26-11-2018 14:47,42,Out,2018-11-26,2018,11,0,weekday
10419,26-11-2018 14:37,41,Out,2018-11-26,2018,11,0,weekday
10420,26-11-2018 14:05,42,Out,2018-11-26,2018,11,0,weekday
10421,26-11-2018 13:55,41,Out,2018-11-26,2018,11,0,weekday
10422,26-11-2018 13:53,42,Out,2018-11-26,2018,11,0,weekday
10423,26-11-2018 13:51,41,Out,2018-11-26,2018,11,0,weekday
10424,26-11-2018 13:33,41,Out,2018-11-26,2018,11,0,weekday
10425,26-11-2018 13:17,41,Out,2018-11-26,2018,11,0,weekday
10426,26-11-2018 13:15,42,Out,2018-11-26,2018,11,0,weekday
10427,26-11-2018 13:13,41,Out,2018-11-26,2018,11,0,weekday
10428,26-11-2018 13:11,42,Out,2018-11-26,2018,11,0,weekday
10429,26-11-2018 13:07,41,Out,2018-11-26,2018,11,0,weekday
10430,26-11-2018 13:05,42,Out,2018-11-26,2018,11,0,weekday
10431,26-11-2018 13:03,41,Out,2018-11-26,2018,11,0,weekday
10432,26-11-2018 13:01,42,Out,2018-11-26,2018,11,0,weekday
10433,26-11-2018 12:59,41,Out,2018-11-26,2018,11,0,weekday
10434,26-11-2018 12:55,42,Out,2018-11-26,2018,11,0,weekday
10435,26-11-2018 12:53,41,Out,2018-11-26,2018,11,0,weekday
10436,26-11-2018 12:51,42,Out,2018-11-26,2018,11,0,weekday
10437,26-11-2018 12:49,41,Out,2018-11-26,2018,11,0,weekday
10438,26-11-2018 12:43,42,Out,2018-11-26,2018,11,0,weekday
10439,26-11-2018 12:41,43,Out,2018-11-26,2018,11,0,weekday
10440,26-11-2018 12:39,42,Out,2018-11-26,2018,11,0,weekday
10441,26-11-2018 12:37,43,Out,2018-11-26,2018,11,0,weekday
10442,26-11-2018 12:33,42,Out,2018-11-26,2018,11,0,weekday
10443,26-11-2018 12:31,43,Out,2018-11-26,2018,11,0,weekday
10444,26-11-2018 12:29,42,Out,2018-11-26,2018,11,0,weekday
10445,26-11-2018 12:25,43,Out,2018-11-26,2018,11,0,weekday
10446,26-11-2018 12:23,44,Out,2018-11-26,2018,11,0,weekday
10447,26-11-2018 12:21,43,Out,2018-11-26,2018,11,0,weekday
10448,26-11-2018 12:19,42,Out,2018-11-26,2018,11,0,weekday
10449,26-11-2018 12:09,43,Out,2018-11-26,2018,11,0,weekday
10450,26-11-2018 12:07,44,Out,2018-11-26,2018,11,0,weekday
10451,26-11-2018 12:03,43,Out,2018-11-26,2018,11,0,weekday
10452,26-11-2018 12:01,44,Out,2018-11-26,2018,11,0,weekday
10453,26-11-2018 11:55,43,Out,2018-11-26,2018,11,0,weekday
10454,26-11-2018 11:53,44,Out,2018-11-26,2018,11,0,weekday
10455,26-11-2018 11:51,43,Out,2018-11-26,2018,11,0,weekday
10456,26-11-2018 11:43,44,Out,2018-11-26,2018,11,0,weekday
10457,26-11-2018 11:41,45,Out,2018-11-26,2018,11,0,weekday
10458,26-11-2018 11:29,44,Out,2018-11-26,2018,11,0,weekday
10459,26-11-2018 11:27,45,Out,2018-11-26,2018,11,0,weekday
10460,26-11-2018 11:11,44,Out,2018-11-26,2018,11,0,weekday
10461,26-11-2018 11:09,45,Out,2018-11-26,2018,11,0,weekday
10462,26-11-2018 10:47,44,Out,2018-11-26,2018,11,0,weekday
10463,26-11-2018 10:45,45,Out,2018-11-26,2018,11,0,weekday
10464,26-11-2018 10:37,44,Out,2018-11-26,2018,11,0,weekday
10465,26-11-2018 10:35,45,Out,2018-11-26,2018,11,0,weekday
10466,26-11-2018 10:17,44,Out,2018-11-26,2018,11,0,weekday
10467,26-11-2018 10:15,45,Out,2018-11-26,2018,11,0,weekday
10468,26-11-2018 09:59,44,Out,2018-11-26,2018,11,0,weekday
10469,26-11-2018 09:55,43,Out,2018-11-26,2018,11,0,weekday
10470,26-11-2018 09:53,44,Out,2018-11-26,2018,11,0,weekday
10471,26-11-2018 09:49,43,Out,2018-11-26,2018,11,0,weekday
10472,26-11-2018 09:47,44,Out,2018-11-26,2018,11,0,weekday
10473,26-11-2018 09:43,43,Out,2018-11-26,2018,11,0,weekday
10474,26-11-2018 09:41,44,Out,2018-11-26,2018,11,0,weekday
10475,26-11-2018 09:35,43,Out,2018-11-26,2018,11,0,weekday
10476,26-11-2018 09:33,44,Out,2018-11-26,2018,11,0,weekday
10477,26-11-2018 09:29,43,Out,2018-11-26,2018,11,0,weekday
10478,26-11-2018 09:25,44,Out,2018-11-26,2018,11,0,weekday
10479,26-11-2018 09:23,43,Out,2018-11-26,2018,11,0,weekday
10480,26-11-2018 09:21,44,Out,2018-11-26,2018,11,0,weekday
10481,26-11-2018 08:51,43,Out,2018-11-26,2018,11,0,weekday
10482,26-11-2018 08:49,44,Out,2018-11-26,2018,11,0,weekday
10483,26-11-2018 08:43,43,Out,2018-11-26,2018,11,0,weekday
10484,26-11-2018 08:41,44,Out,2018-11-26,2018,11,0,weekday
10485,26-11-2018 08:21,43,Out,2018-11-26,2018,11,0,weekday
10486,26-11-2018 08:19,44,Out,2018-11-26,2018,11,0,weekday
10487,26-11-2018 08:09,43,Out,2018-11-26,2018,11,0,weekday
10488,26-11-2018 08:07,44,Out,2018-11-26,2018,11,0,weekday
10489,26-11-2018 07:59,43,Out,2018-11-26,2018,11,0,weekday
10490,26-11-2018 07:57,44,Out,2018-11-26,2018,11,0,weekday
10491,26-11-2018 07:55,43,Out,2018-11-26,2018,11,0,weekday
10492,26-11-2018 07:49,42,Out,2018-11-26,2018,11,0,weekday
10493,26-11-2018 07:42,43,Out,2018-11-26,2018,11,0,weekday
10494,26-11-2018 07:39,42,Out,2018-11-26,2018,11,0,weekday
10495,26-11-2018 07:35,43,Out,2018-11-26,2018,11,0,weekday
10496,26-11-2018 07:17,43,Out,2018-11-26,2018,11,0,weekday
10497,26-11-2018 07:12,43,Out,2018-11-26,2018,11,0,weekday
10498,26-11-2018 07:08,43,Out,2018-11-26,2018,11,0,weekday
10499,26-11-2018 07:00,42,Out,2018-11-26,2018,11,0,weekday
10500,26-11-2018 06:56,43,Out,2018-11-26,2018,11,0,weekday
10501,26-11-2018 06:46,42,Out,2018-11-26,2018,11,0,weekday
10502,26-11-2018 06:42,41,Out,2018-11-26,2018,11,0,weekday
10503,26-11-2018 06:36,42,Out,2018-11-26,2018,11,0,weekday
10504,26-11-2018 06:34,43,Out,2018-11-26,2018,11,0,weekday
10505,26-11-2018 06:32,42,Out,2018-11-26,2018,11,0,weekday
10506,26-11-2018 06:30,43,Out,2018-11-26,2018,11,0,weekday
10507,26-11-2018 06:28,42,Out,2018-11-26,2018,11,0,weekday
10508,26-11-2018 06:26,41,Out,2018-11-26,2018,11,0,weekday
10509,26-11-2018 06:18,42,Out,2018-11-26,2018,11,0,weekday
10510,26-11-2018 06:12,41,Out,2018-11-26,2018,11,0,weekday
10511,26-11-2018 06:06,42,Out,2018-11-26,2018,11,0,weekday
10512,26-11-2018 06:02,41,Out,2018-11-26,2018,11,0,weekday
10513,26-11-2018 05:56,41,Out,2018-11-26,2018,11,0,weekday
10514,26-11-2018 05:54,42,Out,2018-11-26,2018,11,0,weekday
10515,26-11-2018 05:52,41,Out,2018-11-26,2018,11,0,weekday
10516,26-11-2018 05:44,41,Out,2018-11-26,2018,11,0,weekday
10517,26-11-2018 05:42,40,Out,2018-11-26,2018,11,0,weekday
10518,26-11-2018 05:38,40,Out,2018-11-26,2018,11,0,weekday
10519,26-11-2018 05:36,40,Out,2018-11-26,2018,11,0,weekday
10520,26-11-2018 05:35,40,Out,2018-11-26,2018,11,0,weekday
10521,26-11-2018 05:34,40,Out,2018-11-26,2018,11,0,weekday
10522,26-11-2018 05:32,38,Out,2018-11-26,2018,11,0,weekday
10523,26-11-2018 05:30,39,Out,2018-11-26,2018,11,0,weekday
10524,26-11-2018 05:28,39,Out,2018-11-26,2018,11,0,weekday
10525,26-11-2018 05:26,38,Out,2018-11-26,2018,11,0,weekday
10526,26-11-2018 05:20,39,Out,2018-11-26,2018,11,0,weekday
10527,26-11-2018 05:16,38,Out,2018-11-26,2018,11,0,weekday
10528,26-11-2018 05:14,37,Out,2018-11-26,2018,11,0,weekday
10529,26-11-2018 05:10,38,Out,2018-11-26,2018,11,0,weekday
10530,26-11-2018 05:08,37,Out,2018-11-26,2018,11,0,weekday
10531,26-11-2018 05:04,37,Out,2018-11-26,2018,11,0,weekday
10532,26-11-2018 05:00,38,Out,2018-11-26,2018,11,0,weekday
10533,26-11-2018 04:58,37,Out,2018-11-26,2018,11,0,weekday
10534,26-11-2018 04:52,37,Out,2018-11-26,2018,11,0,weekday
10535,26-11-2018 04:48,37,Out,2018-11-26,2018,11,0,weekday
10536,26-11-2018 04:46,36,Out,2018-11-26,2018,11,0,weekday
10537,26-11-2018 04:44,37,Out,2018-11-26,2018,11,0,weekday
10538,26-11-2018 04:42,37,Out,2018-11-26,2018,11,0,weekday
10539,26-11-2018 04:40,36,Out,2018-11-26,2018,11,0,weekday
10540,26-11-2018 04:38,36,Out,2018-11-26,2018,11,0,weekday
10541,26-11-2018 04:32,37,Out,2018-11-26,2018,11,0,weekday
10542,26-11-2018 04:30,38,Out,2018-11-26,2018,11,0,weekday
10543,26-11-2018 04:28,37,Out,2018-11-26,2018,11,0,weekday
10544,26-11-2018 04:26,37,Out,2018-11-26,2018,11,0,weekday
10545,26-11-2018 04:22,38,Out,2018-11-26,2018,11,0,weekday
10546,26-11-2018 04:20,39,Out,2018-11-26,2018,11,0,weekday
10547,26-11-2018 04:18,38,Out,2018-11-26,2018,11,0,weekday
10548,26-11-2018 04:16,37,Out,2018-11-26,2018,11,0,weekday
10549,26-11-2018 04:14,39,Out,2018-11-26,2018,11,0,weekday
10550,26-11-2018 04:12,38,Out,2018-11-26,2018,11,0,weekday
10551,26-11-2018 04:10,38,Out,2018-11-26,2018,11,0,weekday
10552,26-11-2018 04:08,39,Out,2018-11-26,2018,11,0,weekday
10553,26-11-2018 04:04,38,Out,2018-11-26,2018,11,0,weekday
10554,26-11-2018 04:02,38,Out,2018-11-26,2018,11,0,weekday
10555,26-11-2018 04:00,37,Out,2018-11-26,2018,11,0,weekday
10556,26-11-2018 03:54,38,Out,2018-11-26,2018,11,0,weekday
10557,26-11-2018 03:52,37,Out,2018-11-26,2018,11,0,weekday
10558,26-11-2018 03:50,38,Out,2018-11-26,2018,11,0,weekday
10559,26-11-2018 03:48,37,Out,2018-11-26,2018,11,0,weekday
10560,26-11-2018 03:46,38,Out,2018-11-26,2018,11,0,weekday
10561,26-11-2018 03:44,37,Out,2018-11-26,2018,11,0,weekday
10562,26-11-2018 03:40,38,Out,2018-11-26,2018,11,0,weekday
10563,26-11-2018 03:38,38,Out,2018-11-26,2018,11,0,weekday
10564,26-11-2018 03:36,37,Out,2018-11-26,2018,11,0,weekday
10565,26-11-2018 03:34,36,Out,2018-11-26,2018,11,0,weekday
10566,26-11-2018 03:32,37,Out,2018-11-26,2018,11,0,weekday
10567,26-11-2018 03:30,37,Out,2018-11-26,2018,11,0,weekday
10568,26-11-2018 03:26,37,Out,2018-11-26,2018,11,0,weekday
10569,26-11-2018 03:22,38,Out,2018-11-26,2018,11,0,weekday
10570,26-11-2018 03:20,38,Out,2018-11-26,2018,11,0,weekday
10571,26-11-2018 03:14,38,Out,2018-11-26,2018,11,0,weekday
10572,26-11-2018 03:12,38,Out,2018-11-26,2018,11,0,weekday
10573,26-11-2018 03:00,37,Out,2018-11-26,2018,11,0,weekday
10574,26-11-2018 02:58,37,Out,2018-11-26,2018,11,0,weekday
10575,26-11-2018 02:52,37,Out,2018-11-26,2018,11,0,weekday
10576,26-11-2018 02:50,37,Out,2018-11-26,2018,11,0,weekday
10577,26-11-2018 02:48,37,Out,2018-11-26,2018,11,0,weekday
10578,26-11-2018 02:46,38,Out,2018-11-26,2018,11,0,weekday
10579,26-11-2018 02:44,37,Out,2018-11-26,2018,11,0,weekday
10580,26-11-2018 02:42,38,Out,2018-11-26,2018,11,0,weekday
10581,26-11-2018 02:40,38,Out,2018-11-26,2018,11,0,weekday
10582,26-11-2018 02:38,37,Out,2018-11-26,2018,11,0,weekday
10583,26-11-2018 02:36,38,Out,2018-11-26,2018,11,0,weekday
10584,26-11-2018 02:30,38,Out,2018-11-26,2018,11,0,weekday
10585,26-11-2018 02:21,37,Out,2018-11-26,2018,11,0,weekday
10586,26-11-2018 02:19,38,Out,2018-11-26,2018,11,0,weekday
10587,26-11-2018 02:17,38,Out,2018-11-26,2018,11,0,weekday
10588,26-11-2018 02:15,38,Out,2018-11-26,2018,11,0,weekday
10589,26-11-2018 02:11,37,Out,2018-11-26,2018,11,0,weekday
10590,26-11-2018 02:09,38,Out,2018-11-26,2018,11,0,weekday
10591,26-11-2018 01:47,38,Out,2018-11-26,2018,11,0,weekday
10592,26-11-2018 01:37,38,Out,2018-11-26,2018,11,0,weekday
10593,26-11-2018 01:35,37,Out,2018-11-26,2018,11,0,weekday
10594,26-11-2018 01:27,38,Out,2018-11-26,2018,11,0,weekday
10595,26-11-2018 01:11,38,Out,2018-11-26,2018,11,0,weekday
10596,26-11-2018 01:07,37,Out,2018-11-26,2018,11,0,weekday
10597,26-11-2018 01:05,38,Out,2018-11-26,2018,11,0,weekday
10598,26-11-2018 01:01,37,Out,2018-11-26,2018,11,0,weekday
10599,26-11-2018 00:57,37,Out,2018-11-26,2018,11,0,weekday
10600,26-11-2018 00:55,37,Out,2018-11-26,2018,11,0,weekday
10601,26-11-2018 00:53,38,Out,2018-11-26,2018,11,0,weekday
10602,26-11-2018 00:51,37,Out,2018-11-26,2018,11,0,weekday
10603,26-11-2018 00:47,37,Out,2018-11-26,2018,11,0,weekday
10604,26-11-2018 00:41,37,Out,2018-11-26,2018,11,0,weekday
10605,26-11-2018 00:33,38,Out,2018-11-26,2018,11,0,weekday
10606,26-11-2018 00:29,37,Out,2018-11-26,2018,11,0,weekday
10607,26-11-2018 00:27,38,Out,2018-11-26,2018,11,0,weekday
10608,26-11-2018 00:23,37,Out,2018-11-26,2018,11,0,weekday
10609,26-11-2018 00:21,38,Out,2018-11-26,2018,11,0,weekday
10610,26-11-2018 00:19,37,Out,2018-11-26,2018,11,0,weekday
10611,26-11-2018 00:11,38,Out,2018-11-26,2018,11,0,weekday
10612,26-11-2018 00:09,38,Out,2018-11-26,2018,11,0,weekday
10613,26-11-2018 00:07,37,Out,2018-11-26,2018,11,0,weekday
10614,25-11-2018 23:53,38,Out,2018-11-25,2018,11,6,weekend
10615,25-11-2018 23:49,38,Out,2018-11-25,2018,11,6,weekend
10616,25-11-2018 23:43,38,Out,2018-11-25,2018,11,6,weekend
10617,25-11-2018 23:39,38,Out,2018-11-25,2018,11,6,weekend
10618,25-11-2018 23:29,38,Out,2018-11-25,2018,11,6,weekend
10619,25-11-2018 23:23,38,Out,2018-11-25,2018,11,6,weekend
10620,25-11-2018 23:17,38,Out,2018-11-25,2018,11,6,weekend
10621,25-11-2018 23:15,38,Out,2018-11-25,2018,11,6,weekend
10622,25-11-2018 23:13,38,Out,2018-11-25,2018,11,6,weekend
10623,25-11-2018 23:11,38,Out,2018-11-25,2018,11,6,weekend
10624,25-11-2018 23:09,37,Out,2018-11-25,2018,11,6,weekend
10625,25-11-2018 23:05,38,Out,2018-11-25,2018,11,6,weekend
10626,25-11-2018 23:01,37,Out,2018-11-25,2018,11,6,weekend
10627,25-11-2018 22:59,38,Out,2018-11-25,2018,11,6,weekend
10628,25-11-2018 22:57,38,Out,2018-11-25,2018,11,6,weekend
10629,25-11-2018 22:51,39,Out,2018-11-25,2018,11,6,weekend
10630,25-11-2018 22:49,38,Out,2018-11-25,2018,11,6,weekend
10631,25-11-2018 22:47,39,Out,2018-11-25,2018,11,6,weekend
10632,25-11-2018 22:45,38,Out,2018-11-25,2018,11,6,weekend
10633,25-11-2018 22:27,38,Out,2018-11-25,2018,11,6,weekend
10634,25-11-2018 22:25,38,Out,2018-11-25,2018,11,6,weekend
10635,25-11-2018 22:23,38,Out,2018-11-25,2018,11,6,weekend
10636,25-11-2018 22:19,37,Out,2018-11-25,2018,11,6,weekend
10637,25-11-2018 22:17,37,Out,2018-11-25,2018,11,6,weekend
10638,25-11-2018 22:15,38,Out,2018-11-25,2018,11,6,weekend
10639,25-11-2018 22:13,37,Out,2018-11-25,2018,11,6,weekend
10640,25-11-2018 22:11,37,Out,2018-11-25,2018,11,6,weekend
10641,25-11-2018 22:07,38,Out,2018-11-25,2018,11,6,weekend
10642,25-11-2018 22:05,37,Out,2018-11-25,2018,11,6,weekend
10643,25-11-2018 22:03,37,Out,2018-11-25,2018,11,6,weekend
10644,25-11-2018 22:01,37,Out,2018-11-25,2018,11,6,weekend
10645,25-11-2018 21:59,37,Out,2018-11-25,2018,11,6,weekend
10646,25-11-2018 21:57,37,Out,2018-11-25,2018,11,6,weekend
10647,25-11-2018 21:55,38,Out,2018-11-25,2018,11,6,weekend
10648,25-11-2018 21:53,37,Out,2018-11-25,2018,11,6,weekend
10649,25-11-2018 21:47,37,Out,2018-11-25,2018,11,6,weekend
10650,25-11-2018 21:45,38,Out,2018-11-25,2018,11,6,weekend
10651,25-11-2018 21:43,37,Out,2018-11-25,2018,11,6,weekend
10652,25-11-2018 21:41,38,Out,2018-11-25,2018,11,6,weekend
10653,25-11-2018 21:39,38,Out,2018-11-25,2018,11,6,weekend
10654,25-11-2018 21:37,38,Out,2018-11-25,2018,11,6,weekend
10655,25-11-2018 21:35,37,Out,2018-11-25,2018,11,6,weekend
10656,25-11-2018 21:33,38,Out,2018-11-25,2018,11,6,weekend
10657,25-11-2018 21:29,38,Out,2018-11-25,2018,11,6,weekend
10658,25-11-2018 21:27,38,Out,2018-11-25,2018,11,6,weekend
10659,25-11-2018 21:23,37,Out,2018-11-25,2018,11,6,weekend
10660,25-11-2018 21:21,36,Out,2018-11-25,2018,11,6,weekend
10661,25-11-2018 21:19,38,Out,2018-11-25,2018,11,6,weekend
10662,25-11-2018 21:17,38,Out,2018-11-25,2018,11,6,weekend
10663,25-11-2018 21:15,37,Out,2018-11-25,2018,11,6,weekend
10664,25-11-2018 21:13,36,Out,2018-11-25,2018,11,6,weekend
10665,25-11-2018 21:11,35,Out,2018-11-25,2018,11,6,weekend
10666,25-11-2018 21:09,36,Out,2018-11-25,2018,11,6,weekend
10667,25-11-2018 21:05,36,Out,2018-11-25,2018,11,6,weekend
10668,25-11-2018 21:03,37,Out,2018-11-25,2018,11,6,weekend
10669,25-11-2018 20:59,37,Out,2018-11-25,2018,11,6,weekend
10670,25-11-2018 20:57,38,Out,2018-11-25,2018,11,6,weekend
10671,25-11-2018 20:53,40,Out,2018-11-25,2018,11,6,weekend
10672,25-11-2018 20:51,40,Out,2018-11-25,2018,11,6,weekend
10673,25-11-2018 20:33,39,Out,2018-11-25,2018,11,6,weekend
10674,25-11-2018 20:31,39,Out,2018-11-25,2018,11,6,weekend
10675,25-11-2018 20:27,40,Out,2018-11-25,2018,11,6,weekend
10676,25-11-2018 20:25,39,Out,2018-11-25,2018,11,6,weekend
10677,25-11-2018 20:19,39,Out,2018-11-25,2018,11,6,weekend
10678,25-11-2018 20:17,39,Out,2018-11-25,2018,11,6,weekend
10679,25-11-2018 20:07,38,Out,2018-11-25,2018,11,6,weekend
10680,25-11-2018 20:05,38,Out,2018-11-25,2018,11,6,weekend
10681,25-11-2018 20:03,39,Out,2018-11-25,2018,11,6,weekend
10682,25-11-2018 20:01,38,Out,2018-11-25,2018,11,6,weekend
10683,25-11-2018 19:59,39,Out,2018-11-25,2018,11,6,weekend
10684,25-11-2018 19:51,39,Out,2018-11-25,2018,11,6,weekend
10685,25-11-2018 19:41,40,Out,2018-11-25,2018,11,6,weekend
10686,25-11-2018 19:37,40,Out,2018-11-25,2018,11,6,weekend
10687,25-11-2018 19:35,39,Out,2018-11-25,2018,11,6,weekend
10688,25-11-2018 19:33,39,Out,2018-11-25,2018,11,6,weekend
10689,25-11-2018 19:21,39,Out,2018-11-25,2018,11,6,weekend
10690,25-11-2018 19:19,39,Out,2018-11-25,2018,11,6,weekend
10691,25-11-2018 19:15,40,Out,2018-11-25,2018,11,6,weekend
10692,25-11-2018 19:09,39,Out,2018-11-25,2018,11,6,weekend
10693,25-11-2018 19:07,40,Out,2018-11-25,2018,11,6,weekend
10694,25-11-2018 19:05,41,Out,2018-11-25,2018,11,6,weekend
10695,25-11-2018 19:03,41,Out,2018-11-25,2018,11,6,weekend
10696,25-11-2018 18:57,40,Out,2018-11-25,2018,11,6,weekend
10697,25-11-2018 18:53,40,Out,2018-11-25,2018,11,6,weekend
10698,25-11-2018 18:47,40,Out,2018-11-25,2018,11,6,weekend
10699,25-11-2018 18:37,40,Out,2018-11-25,2018,11,6,weekend
10700,25-11-2018 18:35,39,Out,2018-11-25,2018,11,6,weekend
10701,25-11-2018 18:31,40,Out,2018-11-25,2018,11,6,weekend
10702,25-11-2018 18:29,41,Out,2018-11-25,2018,11,6,weekend
10703,25-11-2018 18:27,40,Out,2018-11-25,2018,11,6,weekend
10704,25-11-2018 18:23,41,Out,2018-11-25,2018,11,6,weekend
10705,25-11-2018 18:21,40,Out,2018-11-25,2018,11,6,weekend
10706,25-11-2018 18:11,41,Out,2018-11-25,2018,11,6,weekend
10707,25-11-2018 18:05,40,Out,2018-11-25,2018,11,6,weekend
10708,25-11-2018 18:01,41,Out,2018-11-25,2018,11,6,weekend
10709,25-11-2018 17:55,40,Out,2018-11-25,2018,11,6,weekend
10710,25-11-2018 17:51,41,Out,2018-11-25,2018,11,6,weekend
10711,25-11-2018 17:49,41,Out,2018-11-25,2018,11,6,weekend
10712,25-11-2018 17:45,41,Out,2018-11-25,2018,11,6,weekend
10713,25-11-2018 17:43,40,Out,2018-11-25,2018,11,6,weekend
10714,25-11-2018 17:37,41,Out,2018-11-25,2018,11,6,weekend
10715,25-11-2018 17:35,41,Out,2018-11-25,2018,11,6,weekend
10716,25-11-2018 17:33,40,Out,2018-11-25,2018,11,6,weekend
10717,25-11-2018 17:31,40,Out,2018-11-25,2018,11,6,weekend
10718,25-11-2018 17:23,41,Out,2018-11-25,2018,11,6,weekend
10719,25-11-2018 17:21,40,Out,2018-11-25,2018,11,6,weekend
10720,25-11-2018 17:19,40,Out,2018-11-25,2018,11,6,weekend
10721,25-11-2018 17:17,40,Out,2018-11-25,2018,11,6,weekend
10722,25-11-2018 17:15,40,Out,2018-11-25,2018,11,6,weekend
10723,25-11-2018 17:13,40,Out,2018-11-25,2018,11,6,weekend
10724,25-11-2018 17:05,41,Out,2018-11-25,2018,11,6,weekend
10725,25-11-2018 16:57,40,Out,2018-11-25,2018,11,6,weekend
10726,25-11-2018 16:55,41,Out,2018-11-25,2018,11,6,weekend
10727,25-11-2018 16:53,41,Out,2018-11-25,2018,11,6,weekend
10728,25-11-2018 16:49,41,Out,2018-11-25,2018,11,6,weekend
10729,25-11-2018 16:47,41,Out,2018-11-25,2018,11,6,weekend
10730,25-11-2018 16:35,41,Out,2018-11-25,2018,11,6,weekend
10731,25-11-2018 16:33,42,Out,2018-11-25,2018,11,6,weekend
10732,25-11-2018 16:31,41,Out,2018-11-25,2018,11,6,weekend
10733,25-11-2018 16:23,41,Out,2018-11-25,2018,11,6,weekend
10734,25-11-2018 16:19,41,Out,2018-11-25,2018,11,6,weekend
10735,25-11-2018 16:17,41,Out,2018-11-25,2018,11,6,weekend
10736,25-11-2018 16:01,41,Out,2018-11-25,2018,11,6,weekend
10737,25-11-2018 15:59,41,Out,2018-11-25,2018,11,6,weekend
10738,25-11-2018 15:41,41,Out,2018-11-25,2018,11,6,weekend
10739,25-11-2018 15:39,41,Out,2018-11-25,2018,11,6,weekend
10740,25-11-2018 15:37,41,Out,2018-11-25,2018,11,6,weekend
